# tie points ice

1413	129972	2137.21
1438	153718	15748.8
1470.05	174227	2994.33
1483.95	179978.6	2684.97
1500.9	198260	3613.13
1506.3	204415.2	2592.12
1508	209174.4	3950.45
1511.1	220768.8	3928.11
1512.8	227076.4	3520.11
1516.2	235975.6	3734.51
1524.4	246593.6	3074.96
1529.85	270376.2	5794.28
1531.25	280729.6	2947.04
1535.6	292337.4	3520.95
1538.45	305434.6	3021.65
1540.2	312192.4	6295.84
1543.5	330745	5308.66
1545.95	335803.2	3441.19
1547.4	340428	4367.12
1547.65	343835	3187.91
