#depth	LID from barometric equation (Ilaria)	uncertainty
237	62.4080037117299	0.2
238	62.3944103181383	0.2
239	62.3769737579434	0.2
240	62.3845321801363	0.2
241	62.35221670276	0.2
242	62.3642796927225	0.2
243	62.3814463139837	0.2
244	62.3875542364871	0.2
245	62.3625813589418	0.2
246	62.3741109162257	0.2
247	62.3870606053994	0.2
248	62.3716669839525	0.2
249	62.366727858921	0.2
250	62.3825928376013	0.2
251	62.3918985199386	0.2
252	62.3900511379593	0.2
253	62.3776287013087	0.2
254	62.3777975659745	0.2
255	62.362314251391	0.2
256	62.3848719207691	0.2
257	62.373736090906	0.2
258	62.3720030743119	0.2
259	62.3678158893457	0.2
260	62.3599050323539	0.2
261	62.3733273243721	0.2
262	62.3638239613256	0.2
263	62.3606702134858	0.2
264	62.3457023372981	0.2
265	62.3359395142292	0.2
266	62.3296124618889	0.2
267	62.327213397189	0.2
268	62.338741165346	0.2
269	62.3245117257492	0.2
270	62.346301189603	0.2
271	62.3439268216891	0.2
272	62.3446657791326	0.2
273	62.3586257624658	0.2
274	62.366107752242	0.2
275	62.3470331924012	0.2
276	62.331406787897	0.2
277	62.3126983357572	0.2
278	62.2899867699313	0.2
279	62.2714680115412	0.2
280	62.2748197700518	0.2
281	62.2780654021218	0.2
282	62.3035860461846	0.2
283	62.3062718124581	0.2
284	62.2891275548377	0.2
285	62.2678914559007	0.2
286	62.2559980002964	0.2
287	62.2602128792978	0.2
288	62.2727006082977	0.2
289	62.2846207507421	0.2
290	62.2722306521285	0.2
291	62.2629587007744	0.2
292	62.2786366437828	0.2
293	62.2562231068771	0.2
294	62.2880761439757	0.2
295	62.2874693873446	0.2
296	62.2908972768348	0.2
297	62.2923282752707	0.2
298	62.2865972575789	0.2
299	62.2445036180924	0.2
300	62.2475401222596	0.2
301	62.2457841825036	0.2
302	62.2635409226443	0.2
303	62.2891600392112	0.2
304	62.2975762455771	0.2
305	62.2912888866786	0.2
306	62.2429401520957	0.2
307	62.2264478074447	0.2
308	62.2396444362279	0.2
309	62.2554513741659	0.2
310	62.2527376400725	0.2
311	62.2487881740327	0.2
312	62.2352108210453	0.2
313	62.2255741536859	0.2
314	62.219073513149	0.2
315	62.2356082482025	0.2
316	62.2586265647237	0.2
317	62.2471093737995	0.2
318	62.2408459922079	0.2
319	62.2044442238201	0.2
320	62.1818267411308	0.2
321	62.1529570007906	0.2
322	62.15679537351	0.2
323	62.1398301839311	0.2
324	62.1682130523075	0.2
325	62.152878707834	0.2
326	62.1533691513995	0.2
327	62.1511529990916	0.2
328	62.1328092531658	0.2
329	62.1139170393124	0.2
330	62.1278507958913	0.2
331	62.1481459569656	0.2
332	62.182813644322	0.2
333	62.1624280466596	0.2
334	62.1548649931315	0.2
335	62.1595025568391	0.2
336	62.1584910441377	0.2
337	62.1646233611074	0.2
338	62.1620411332615	0.2
339	62.1471517638613	0.2
340	62.1226667450225	0.2
341	62.0823000712585	0.2
342	62.0507764119742	0.2
343	62.0298954388482	0.2
344	62.0389193100392	0.2
345	62.0549511906426	0.2
346	62.0807730358144	0.2
347	62.0725772508093	0.2
348	62.0789306502712	0.2
349	62.0699957406325	0.2
350	62.0658779572887	0.2
351	62.077107923792	0.2
352	62.0468373006678	0.2
353	62.040364877403	0.2
354	62.0498037036835	0.2
355	62.062200925402	0.2
356	62.0830656059807	0.2
357	62.0512059103753	0.2
358	62.068533877614	0.2
359	62.0743840683308	0.2
360	62.0503411617398	0.2
361	62.0358872749248	0.2
362	62.0225426105481	0.2
363	62.0118968813783	0.2
364	62.0181080705519	0.2
365	62.0304231034887	0.2
366	62.045919861816	0.2
367	62.0563772160426	0.2
368	62.0458832089357	0.2
369	62.0376460789052	0.2
370	62.0123705273555	0.2
371	61.9618030379383	0.2
372	61.9383376886612	0.2
373	61.9354360734911	0.2
374	61.9124679120347	0.2
375	61.9089954749981	0.2
376	61.8926227506024	0.2
377	61.9069125724469	0.2
378	61.9067908488297	0.2
379	61.919475513457	0.2
380	61.8747739148396	0.2
381	61.845386924258	0.2
382	61.8478640022183	0.2
383	61.8311133116676	0.2
384	61.8043162823031	0.2
385	61.8248622290096	0.2
386	61.8440239225952	0.2
387	61.8342683867018	0.2
388	61.8033650501186	0.2
389	61.7815892229258	0.2
390	61.7481493641265	0.2
391	61.7271558618331	0.2
392	61.7473070340246	0.2
393	61.7624245495737	0.2
394	61.7668986500129	0.2
395	61.7846943312029	0.2
396	61.8139825464103	0.2
397	61.8249317397037	0.2
398	61.8118417994151	0.2
399	61.838252077858	0.2
400	61.813738610991	0.2
401	61.7914751964691	0.2
402	61.7888152060604	0.2
403	61.7710658191227	0.2
404	61.7575384513605	0.2
405	61.7533087367946	0.2
406	61.7483871899572	0.2
407	61.7496056224546	0.2
408	61.7602955938031	0.2
409	61.7654798612174	0.2
410	61.7415639921557	0.2
411	61.7224074786019	0.2
412	61.7382076921501	0.2
413	61.7368780904436	0.2
414	61.7594858948247	0.2
415	61.764820320978	0.2
416	61.7708019077627	0.2
417	61.7390874474338	0.2
418	61.7450561076607	0.2
419	61.7230637098332	0.2
420	61.7137330625452	0.2
421	61.7030575505759	0.2
422	61.7063223931079	0.2
423	61.7561119795352	0.2
424	61.7480123746919	0.2
425	61.7626554782355	0.2
426	61.7546449762107	0.2
427	61.7386778440437	0.2
428	61.7344196010664	0.2
429	61.7291896502301	0.2
430	61.7163896938245	0.2
431	61.7115195712066	0.2
432	61.7246423877852	0.2
433	61.7179800779598	0.2
434	61.7045479595726	0.2
435	61.7130705889379	0.2
436	61.7085286958416	0.2
437	61.6887653832033	0.2
438	61.7187227279477	0.2
439	61.703280546968	0.2
440	61.7078836924481	0.2
441	61.7090899653964	0.2
442	61.7243497338224	0.2
443	61.7222661878381	0.2
444	61.7289493817686	0.2
445	61.7233525639928	0.2
446	61.7105127203966	0.2
447	61.7125476961484	0.2
448	61.6696767116952	0.2
449	61.6292281929919	0.2
450	61.6133207110161	0.2
451	61.6147146503354	0.2
452	61.6161317552863	0.2
453	61.6344215634759	0.2
454	61.610975627068	0.2
455	61.6020884143814	0.2
456	61.6010071604908	0.2
457	61.5771342152192	0.2
458	61.557244578152	0.2
459	61.5550071171701	0.2
460	61.5356097508072	0.2
461	61.5332406191791	0.2
462	61.5365188546497	0.2
463	61.525735058547	0.2
464	61.5187569203595	0.2
465	61.509352367901	0.2
466	61.486762682305	0.2
467	61.4878771362047	0.2
468	61.475486315373	0.2
469	61.458210421853	0.2
470	61.4420763191714	0.2
471	61.4507761250693	0.2
472	61.4263898653261	0.2
473	61.4325734699355	0.2
474	61.4597696329959	0.2
475	61.4468153812642	0.2
476	61.4584046977226	0.2
477	61.4351373141224	0.2
478	61.4372519575236	0.2
479	61.4533330147183	0.2
480	61.4619982641356	0.2
481	61.4500502554116	0.2
482	61.4338111865086	0.2
483	61.4299921708637	0.2
484	61.442248948787	0.2
485	61.4412956628493	0.2
486	61.4350726170998	0.2
487	61.428602965583	0.2
488	61.4125767221089	0.2
489	61.4040297790465	0.2
490	61.4004605702316	0.2
491	61.3972347715225	0.2
492	61.35401341124	0.2
493	61.3497515079341	0.2
494	61.3587710119322	0.2
495	61.344228456597	0.2
496	61.3227759886152	0.2
497	61.3258654510055	0.2
498	61.290634455269	0.2
499	61.2902173328533	0.2
500	61.2889906648616	0.2
501	61.2933110639583	0.2
502	61.3029965226422	0.2
503	61.2890495265551	0.2
504	61.2604689784893	0.2
505	61.2636456815952	0.2
506	61.2478182979378	0.2
507	61.2330547662041	0.2
508	61.2269179038764	0.2
509	61.204906796398	0.2
510	61.1947022615381	0.2
511	61.2037549608491	0.2
512	61.2036144336806	0.2
513	61.1945853388614	0.2
514	61.1976961907244	0.2
515	61.2011517937931	0.2
516	61.1930118830565	0.2
517	61.2195765500451	0.2
518	61.219560225078	0.2
519	61.2269283545694	0.2
520	61.2206324640671	0.2
521	61.2202322787598	0.2
522	61.2082778155234	0.2
523	61.219448276813	0.2
524	61.2060468083898	0.2
525	61.2338581937771	0.2
526	61.2222259404459	0.2
527	61.2244981591305	0.2
528	61.2175891288182	0.2
529	61.2266517853727	0.2
530	61.203786973637	0.2
531	61.2156135388095	0.2
532	61.2468351956377	0.2
533	61.2511859343809	0.2
534	61.2462875757281	0.2
535	61.2547215649724	0.2
536	61.2449977558211	0.2
537	61.234625739209	0.2
538	61.2479392896452	0.2
539	61.2511259947901	0.2
540	61.2376537837391	0.2
541	61.2619963393446	0.2
542	61.2510474770567	0.2
543	61.235669493059	0.2
544	61.2333112284877	0.2
545	61.2570119908651	0.2
546	61.2611505675008	0.2
547	61.2799519868547	0.2
548	61.2739587893462	0.2
549	61.2750615815852	0.2
550	61.2608974576249	0.2
551	61.263224129783	0.2
552	61.2607018207693	0.2
553	61.2613024089678	0.2
554	61.2722164870748	0.2
555	61.2959576716171	0.2
556	61.3067222148103	0.2
557	61.2754116513095	0.2
558	61.2930483916829	0.2
559	61.3292896825238	0.2
560	61.3414621377358	0.2
561	61.3426120789634	0.2
562	61.3546589417792	0.2
563	61.328927833934	0.2
564	61.327429333236	0.2
565	61.3186919643398	0.2
566	61.327153224948	0.2
567	61.3340548181455	0.2
568	61.3436665319822	0.2
569	61.3374416876041	0.2
570	61.3174396509209	0.2
571	61.3319773658386	0.2
572	61.3344232438968	0.2
573	61.3573237739975	0.2
574	61.3984163223715	0.2
575	61.4323163778035	0.2
576	61.4798615202921	0.2
577	61.5380576577032	0.2
578	61.5794596810123	0.2
579	61.6484945659599	0.2
580	61.7166877383058	0.2
581	61.7880716347654	0.2
582	61.9036970880238	0.2
583	62.0053201340517	0.2
584	62.0927378780212	0.2
585	62.2055646967116	0.2
586	62.3432974823804	0.2
587	62.4641372710001	0.2
588	62.6482570370043	0.2
589	62.8073767882291	0.2
590	62.9992220252325	0.2
591	63.1406005885233	0.2
592	63.3131814907721	0.2
593	63.5248890401363	0.2
594	63.7114887934404	0.2
595	63.9293240031167	0.2
596	64.1155184942392	0.2
597	64.3363991753546	0.2
598	64.5688381370423	0.2
599	64.7702574510163	0.2
600	64.9807567333389	0.1
601	65.190177402324	0.1
602	65.4012246515174	0.1
603	65.6330102914495	0.1
604	65.8482767403371	0.1
605	66.0730484215072	0.1
606	66.3069068682194	0.1
607	66.5193242541912	0.1
608	66.6997995136726	0.1
609	66.8970005183425	0.1
610	67.0993115966961	0.1
611	67.2883818583599	0.1
612	67.4880437321567	0.1
613	67.6570382705395	0.1
614	67.8374927939781	0.1
615	68.0124224037532	0.1
616	68.2281628434182	0.1
617	68.4077581113567	0.1
618	68.5557802975472	0.1
619	68.7084648403446	0.1
620	68.8387409484401	0.1
621	68.9835076811881	0.1
622	69.1324604896319	0.1
623	69.2610170406875	0.1
624	69.4080139460999	0.1
625	69.5398228494763	0.1
626	69.6725153749117	0.1
627	69.8041337426665	0.1
628	69.9223350082237	0.1
629	69.9165155292255	0.1
630	69.7966135789112	0.1
631	69.578423282737	0.1
632	69.4360475524285	0.1
633	69.355703820903	0.1
634	69.3167257810203	0.1
635	69.3387105825133	0.1
636	69.4027841852602	0.1
637	69.531454710172	0.1
638	69.6995655172789	0.1
639	69.7742795807008	0.1
640	69.7685748072573	0.1
641	69.651109525784	0.1
642	69.4408966256014	0.1
643	69.1400332040688	0.1
644	68.7536759731852	0.1
645	68.4452846201343	0.1
646	68.2080663289952	0.1
647	68.0102280938037	0.1
648	67.8716809258251	0.1
649	67.8123328998274	0.1
650	67.8065399290762	0.1
651	67.860838203371	0.1
652	67.9843968539985	0.1
653	67.9111068836547	0.1
654	67.736381369032	0.1
655	67.4877932485104	0.1
656	67.3971218822059	0.1
657	67.3365651542401	0.1
658	67.3244301170163	0.1
659	67.374750997458	0.1
660	67.3982275000917	0.1
661	67.5116483519285	0.1
662	67.6420459027558	0.1
663	67.6285603225116	0.1
664	67.634834764388	0.1
665	67.7082036378192	0.1
666	67.9164990570842	0.1
667	68.2761367376417	0.1
668	68.7262460189173	0.1
669	69.3001977619309	0.1
670	69.8280396383766	0.1
671	70.1648103849038	0.1
672	70.3377813979361	0.1
673	70.3158507322036	0.1
674	70.0810693815238	0.1
675	69.9202471318557	0.1
676	69.8026776560749	0.1
677	69.7427260361816	0.1
678	69.9639288276344	0.1
679	70.3071612125927	0.1
680	70.7370562057396	0.1
681	71.281258715978	0.1
682	71.8733952545244	0.1
683	72.3558373870048	0.1
684	72.7006343467593	0.1
685	72.9825632483223	0.1
686	73.1076814709977	0.1
687	73.1541787519777	0.1
688	73.3029445891597	0.1
689	73.5632555465593	0.1
690	73.8301461901747	0.1
691	74.0833602270238	0.1
692	74.2623779714767	0.1
693	74.4258857315298	0.1
694	74.5577077568131	0.1
695	74.6150981357887	0.1
696	74.7296342979327	0.1
697	74.8844642908781	0.1
698	75.1419415037572	0.1
699	75.5381703052822	0.1
700	75.8393769326013	0.1
701	76.0488782188919	0.1
702	76.1747954997713	0.1
703	76.1935788573024	0.1
704	76.2730553698925	0.1
705	76.4178872893396	0.1
706	76.3622456950284	0.1
707	76.1477016031267	0.1
708	75.9137436856156	0.1
709	75.6851442180771	0.1
710	75.462552859432	0.1
711	75.2263644860006	0.1
712	74.8292946452358	0.1
713	74.4602687566353	0.1
714	74.069273046068	0.1
715	73.7392815397345	0.1
716	73.3989337966749	0.1
717	73.1493806076166	0.1
718	72.9450820517122	0.1
719	72.7087845948302	0.1
720	72.4962900392463	0.1
721	72.2967560431351	0.1
722	72.144984281022	0.1
723	72.0005364324532	0.1
724	71.8040132123657	0.1
725	71.5828856552972	0.1
726	71.3107450236215	0.1
727	70.9613488685718	0.1
728	70.6285993173926	0.1
729	70.3687993979001	0.1
730	70.2175546660311	0.1
731	70.1035305932252	0.1
732	70.0309561451285	0.1
733	70.0403668561906	0.1
734	70.1177080787279	0.1
735	70.0787397695363	0.1
736	69.9747637095986	0.1
737	70.0093314788849	0.1
738	69.9970023030776	0.1
739	70.0280972952571	0.1
740	70.0809032018616	0.1
741	70.1752573639991	0.1
742	70.2911461836526	0.1
743	70.3803067305828	0.1
744	70.5077179829012	0.1
745	70.6436167943755	0.1
746	70.8207976062422	0.1
747	70.9877097744807	0.1
748	71.1817699818855	0.1
749	71.4141398813213	0.1
750	71.5823976241888	0.1
751	71.7279264650685	0.1
752	71.8142543607626	0.1
753	71.8464844319656	0.1
754	71.971177210464	0.1
755	72.0272859541766	0.1
756	72.0664995683844	0.1
757	72.0685337964104	0.1
758	72.0065222856835	0.1
759	71.9054390739919	0.1
760	71.9538852562425	0.1
761	72.1091022893005	0.1
762	72.319411474602	0.1
763	72.6209042832257	0.1
764	72.9040676017559	0.1
765	73.1767643293631	0.1
766	73.4281057747043	0.1
767	73.5111228976755	0.1
768	73.4876978137869	0.1
769	73.3617274324579	0.1
770	73.1358976021145	0.1
771	72.9627469849548	0.1
772	72.8536385527182	0.1
773	72.7935446166236	0.1
774	72.7971148408074	0.1
775	72.8717877840139	0.1
776	73.0025022871668	0.1
777	73.2271829664016	0.1
778	73.5178734441209	0.1
779	73.6797952444127	0.1
780	73.8402497548104	0.1
781	73.988105220851	0.1
782	74.1438578105866	0.1
783	73.9612808546049	0.1
784	73.798446645531	0.1
785	73.6437257713674	0.1
786	73.5179451972289	0.1
787	73.3948238237964	0.1
788	73.2285140047445	0.1
789	73.0470023858181	0.1
790	72.8332618880451	0.1
791	72.6091371186613	0.1
792	72.4585579016437	0.1
793	72.4101241995225	0.1
794	72.1433568448424	0.1
795	72.0822589978291	0.1
796	72.036666611645	0.1
797	72.002219574893	0.1
798	71.9951683006801	0.1
799	71.7605179344411	0.1
800	71.388078635691	0.1
801	71.176603609322	0.1
802	71.1661646955339	0.1
803	71.1305799399848	0.1
804	71.0849771395859	0.1
805	71.0385143395822	0.1
806	70.9948162936931	0.1
807	70.7911291972293	0.1
808	70.8405289380243	0.1
809	70.7468834580603	0.1
810	70.4799614817787	0.1
811	70.0694330801142	0.1
812	69.7267047061397	0.1
813	69.4649427239131	0.1
814	69.2867245161819	0.1
815	69.175319791226	0.1
816	68.8938945617914	0.1
817	68.4988475992968	0.1
818	68.0140630390537	0.1
819	67.7620877720362	0.1
820	67.5582273058477	0.1
821	67.4072187521854	0.1
822	67.3273797157966	0.1
823	67.1873995410213	0.1
824	67.15884780468	0.1
825	67.2459719961824	0.1
826	67.1395122241047	0.1
827	66.8128348340397	0.1
828	66.4989445654959	0.1
829	66.1612110944426	0.1
830	65.8103610205179	0.1
831	65.2607685153616	0.1
832	64.8834307376542	0.1
833	64.6149978137407	0.1
834	64.4763464658617	0.1
835	64.5335734683949	0.1
836	64.7498189739131	0.1
837	64.8979331471435	0.1
838	64.7557636960542	0.1
839	64.3482977291867	0.1
840	63.8774108075561	0.1
841	63.5068219624543	0.1
842	63.2134681625167	0.1
843	62.959279903695	0.1
844	62.7530779272309	0.1
845	62.3616316687656	0.1
846	61.8051901679937	0.1
847	61.0631998777539	0.1
848	60.4483100978623	0.1
849	60.0320592571986	0.1
850	59.7775648608035	0.1
851	59.5729091131961	0.1
852	59.4161721030425	0.1
853	59.304692589033	0.1
854	59.2512063225025	0.1
855	59.2338788939744	0.1
856	59.4469624632958	0.1
857	59.6779199090177	0.1
858	59.8970778161369	0.1
859	60.1155356738233	0.1
860	60.2917261399822	0.2
861	60.4057778269309	0.2
862	60.4940867273644	0.2
863	60.765006596265	0.2
864	61.1986138862457	0.2
865	61.5831203167934	0.2
866	62.0118779608459	0.2
867	62.4947153278891	0.2
868	63.0335625779945	0.2
869	63.617652584048	0.2
870	64.2545871275367	0.2
871	64.9347535145598	0.2
872	65.6791630420238	0.2
873	66.2867498744614	0.2
874	66.7460278071613	0.2
875	67.0713331753664	0.2
876	67.3749349964102	0.2
877	67.6591858113653	0.2
878	67.8941915918288	0.2
879	68.1068705744135	0.2
880	68.3236548220079	0.2
881	68.5054768178087	0.2
882	68.6678349244667	0.2
883	68.8660487697181	0.2
884	69.0772460742081	0.2
885	69.2940810570175	0.2
886	69.5348805714139	0.2
887	69.786894383679	0.2
888	70.0398168243497	0.2
889	70.3117555579937	0.2
890	70.6149146021027	0.2
891	70.9304629469967	0.2
892	71.245553119575	0.2
893	71.5499784914	0.2
894	71.8644653786692	0.2
895	72.1587576833927	0.2
896	72.4594691273358	0.2
897	72.7460792031637	0.2
898	73.0285723799539	0.2
899	73.3234985481042	0.2
900	73.6190062172377	0.2
901	73.8922852816463	0.2
902	74.1536515125197	0.2
903	74.4308058726413	0.2
904	74.6956226096204	0.2
905	74.9442281113366	0.2
906	75.1886879722438	0.2
907	75.4112809406939	0.2
908	75.5958291706175	0.2
909	75.7646719391588	0.2
910	75.906286468265	0.2
911	76.0396162564777	0.2
912	76.149608238561	0.2
913	76.2530985674949	0.2
914	76.3440586094137	0.2
915	76.4227306404247	0.2
916	76.4547143634326	0.2
917	76.489082722167	0.2
918	76.5461853624202	0.2
919	76.5860342384026	0.2
920	76.6375871962094	0.2
921	76.6747527983111	0.2
922	76.7146821801457	0.2
923	76.759137563265	0.2
924	76.7853505230276	0.2
925	76.8181127330718	0.2
926	76.870376387539	0.2
927	76.9173225239965	0.2
928	76.9748971252196	0.2
929	77.0266992561069	0.2
930	77.0726420821705	0.2
931	77.1183226076315	0.2
932	77.1644322421875	0.2
933	77.216442298217	0.2
934	77.2622681106881	0.2
935	77.3148921633901	0.2
936	77.3719543094106	0.2
937	77.4261428130782	0.2
938	77.4722419478937	0.2
939	77.5073568496703	0.2
940	77.5356219432916	0.2
941	77.5766047811497	0.2
942	77.609001505242	0.2
943	77.6258813037298	0.2
944	77.6540537472993	0.2
945	77.6747575090095	0.2
946	77.7216702416927	0.2
947	77.7688979001622	0.2
948	77.7983287639204	0.2
949	77.8420630339008	0.2
950	77.878347722048	0.2
951	77.8881002052687	0.2
952	77.9116773183142	0.2
953	77.9302719610049	0.2
954	77.9703440950279	0.2
955	77.9895301086729	0.2
956	78.0124598387065	0.2
957	78.0427147193936	0.2
958	78.0737445229711	0.2
959	78.0957161458292	0.2
960	78.1299796727044	0.2
961	78.1636139981861	0.2
962	78.2062314136287	0.2
963	78.2585006162915	0.2
964	78.2892103181236	0.2
965	78.3179306575124	0.2
966	78.364374178309	0.2
967	78.415148165491	0.2
968	78.4725906669051	0.2
969	78.5161969410058	0.2
970	78.5749204514214	0.2
971	78.6125152918964	0.2
972	78.6512315695386	0.2
973	78.6800567959954	0.2
974	78.710815547752	0.2
975	78.7629563115912	0.2
976	78.8268156387064	0.2
977	78.9024109788157	0.2
978	78.9512307737252	0.2
979	78.9966447144122	0.2
980	79.0587345688863	0.2
981	79.1083447645431	0.2
982	79.1641652922972	0.2
983	79.2245446976482	0.2
984	79.2778049089702	0.2
985	79.318719783186	0.2
986	79.3620571320577	0.2
987	79.3943538020406	0.2
988	79.4191595189814	0.2
989	79.4524703026114	0.2
990	79.4982287601209	0.2
991	79.5345951292634	0.2
992	79.5750782338755	0.2
993	79.2885502062012	0.2
994	78.6752898597805	0.2
995	78.113704990893	0.2
996	77.6027405795013	0.2
997	77.1382761519128	0.2
998	76.7522683816568	0.2
999	76.3938230314398	0.2
1000	76.0529626636065	0.2
1001	75.7762718547222	0.2
1002	75.5244636791677	0.2
