	#Depth	Thinning	uncertainty %
2.715000000000000000e+02	8.710799999999999654e-01	0.0387142857142858	
2.725000000000000000e+02	8.706899999999999640e-01	0.038857142857143	
2.735000000000000000e+02	8.703100000000000280e-01	0.0390000000000001	
2.745000000000000000e+02	8.699299999999999811e-01	0.0391428571428572	
2.755000000000000000e+02	8.695399999999999796e-01	0.0392857142857144	
2.765000000000000000e+02	8.691600000000000437e-01	0.0394285714285715	
2.775000000000000000e+02	8.687799999999999967e-01	0.0395714285714287	
2.785000000000000000e+02	8.683899999999999952e-01	0.0397142857142858	
2.795000000000000000e+02	8.680099999999999483e-01	0.039857142857143	
2.805000000000000000e+02	8.676300000000000123e-01	0.0400000000000001	
2.815000000000000000e+02	8.672400000000000109e-01	0.0401428571428573	
2.825000000000000000e+02	8.668599999999999639e-01	0.0402857142857144	
2.835000000000000000e+02	8.664800000000000280e-01	0.0404285714285716	
2.845000000000000000e+02	8.660900000000000265e-01	0.0405714285714287	
2.855000000000000000e+02	8.657099999999999795e-01	0.0407142857142859	
2.865000000000000000e+02	8.653300000000000436e-01	0.040857142857143	
2.875000000000000000e+02	8.649400000000000421e-01	0.0410000000000001	
2.885000000000000000e+02	8.645599999999999952e-01	0.0411428571428573	
2.895000000000000000e+02	8.641799999999999482e-01	0.0412857142857144	
2.905000000000000000e+02	8.638000000000000123e-01	0.0414285714285716	
2.915000000000000000e+02	8.634100000000000108e-01	0.0415714285714287	
2.925000000000000000e+02	8.630299999999999638e-01	0.0417142857142859	
2.935000000000000000e+02	8.626500000000000279e-01	0.041857142857143	
2.945000000000000000e+02	8.622600000000000264e-01	0.0420000000000002	
2.955000000000000000e+02	8.618799999999999795e-01	0.0421428571428573	
2.965000000000000000e+02	8.615000000000000435e-01	0.0422857142857145	
2.975000000000000000e+02	8.611100000000000421e-01	0.0424285714285716	
2.985000000000000000e+02	8.607299999999999951e-01	0.0425714285714288	
2.995000000000000000e+02	8.603499999999999481e-01	0.0427142857142859	
3.005000000000000000e+02	8.599599999999999467e-01	0.042857142857143	
3.015000000000000000e+02	8.599999999999999867e-01	0.0430000000000002	
3.025000000000000000e+02	8.600299999999999612e-01	0.0431428571428573	
3.035000000000000000e+02	8.600600000000000467e-01	0.0432857142857145	
3.045000000000000000e+02	8.600999999999999757e-01	0.0434285714285716	
3.055000000000000000e+02	8.601299999999999502e-01	0.0435714285714288	
3.065000000000000000e+02	8.601600000000000357e-01	0.0437142857142859	
3.075000000000000000e+02	8.601999999999999647e-01	0.0438571428571431	
3.085000000000000000e+02	8.602300000000000502e-01	0.0440000000000002	
3.095000000000000000e+02	8.602600000000000247e-01	0.0441428571428574	
3.105000000000000000e+02	8.602999999999999536e-01	0.0442857142857145	
3.115000000000000000e+02	8.603300000000000392e-01	0.0444285714285717	
3.125000000000000000e+02	8.603600000000000136e-01	0.0445714285714288	
3.135000000000000000e+02	8.604000000000000536e-01	0.0447142857142859	
3.145000000000000000e+02	8.604300000000000281e-01	0.0448571428571431	
3.155000000000000000e+02	8.604600000000000026e-01	0.0450000000000002	
3.165000000000000000e+02	8.605000000000000426e-01	0.0451428571428574	
3.175000000000000000e+02	8.605300000000000171e-01	0.0452857142857145	
3.185000000000000000e+02	8.605599999999999916e-01	0.0454285714285717	
3.195000000000000000e+02	8.606000000000000316e-01	0.0455714285714288	
3.205000000000000000e+02	8.606300000000000061e-01	0.045714285714286	
3.215000000000000000e+02	8.606599999999999806e-01	0.0458571428571431	
3.225000000000000000e+02	8.607000000000000206e-01	0.0460000000000003	
3.235000000000000000e+02	8.607299999999999951e-01	0.0461428571428574	
3.245000000000000000e+02	8.607599999999999696e-01	0.0462857142857145	
3.255000000000000000e+02	8.608000000000000096e-01	0.0464285714285717	
3.265000000000000000e+02	8.608299999999999841e-01	0.0465714285714288	
3.275000000000000000e+02	8.608599999999999586e-01	0.046714285714286	
3.285000000000000000e+02	8.608999999999999986e-01	0.0468571428571431	
3.295000000000000000e+02	8.609299999999999731e-01	0.0470000000000003	
3.305000000000000000e+02	8.609599999999999476e-01	0.0471428571428574	
3.315000000000000000e+02	8.609999999999999876e-01	0.0472857142857146	
3.325000000000000000e+02	8.610299999999999621e-01	0.0474285714285717	
3.335000000000000000e+02	8.610700000000000021e-01	0.0475714285714289	
3.345000000000000000e+02	8.610999999999999766e-01	0.047714285714286	
3.355000000000000000e+02	8.611299999999999510e-01	0.0478571428571432	
3.365000000000000000e+02	8.611699999999999910e-01	0.0480000000000003	
3.375000000000000000e+02	8.611999999999999655e-01	0.0481428571428574	
3.385000000000000000e+02	8.612300000000000511e-01	0.0482857142857146	
3.395000000000000000e+02	8.612699999999999800e-01	0.0484285714285717	
3.405000000000000000e+02	8.612999999999999545e-01	0.0485714285714289	
3.415000000000000000e+02	8.613300000000000400e-01	0.048714285714286	
3.425000000000000000e+02	8.613699999999999690e-01	0.0488571428571432	
3.435000000000000000e+02	8.614000000000000545e-01	0.0490000000000003	
3.445000000000000000e+02	8.614300000000000290e-01	0.0491428571428575	
3.455000000000000000e+02	8.614699999999999580e-01	0.0492857142857146	
3.465000000000000000e+02	8.615000000000000435e-01	0.0494285714285718	
3.475000000000000000e+02	8.615300000000000180e-01	0.0495714285714289	
3.485000000000000000e+02	8.615699999999999470e-01	0.0497142857142861	
3.495000000000000000e+02	8.616000000000000325e-01	0.0498571428571432	
3.505000000000000000e+02	8.616300000000000070e-01	0.0500000000000003	
3.515000000000000000e+02	8.616700000000000470e-01	0.0501428571428575	
3.525000000000000000e+02	8.617000000000000215e-01	0.0502857142857146	
3.535000000000000000e+02	8.617299999999999960e-01	0.0504285714285718	
3.545000000000000000e+02	8.617700000000000360e-01	0.0505714285714289	
3.555000000000000000e+02	8.618000000000000105e-01	0.0507142857142861	
3.565000000000000000e+02	8.618299999999999850e-01	0.0508571428571432	
3.575000000000000000e+02	8.618700000000000250e-01	0.0510000000000004	
3.585000000000000000e+02	8.618999999999999995e-01	0.0511428571428575	
3.595000000000000000e+02	8.619299999999999740e-01	0.0512857142857147	
3.605000000000000000e+02	8.619700000000000140e-01	0.0514285714285718	
3.615000000000000000e+02	8.619999999999999885e-01	0.0515714285714289	
3.625000000000000000e+02	8.620299999999999629e-01	0.0517142857142861	
3.635000000000000000e+02	8.620700000000000029e-01	0.0518571428571432	
3.645000000000000000e+02	8.620999999999999774e-01	0.0520000000000004	
3.655000000000000000e+02	8.621299999999999519e-01	0.0521428571428575	
3.665000000000000000e+02	8.621699999999999919e-01	0.0522857142857147	
3.675000000000000000e+02	8.621999999999999664e-01	0.0524285714285718	
3.685000000000000000e+02	8.622300000000000519e-01	0.052571428571429	
3.695000000000000000e+02	8.622699999999999809e-01	0.0527142857142861	
3.705000000000000000e+02	8.622999999999999554e-01	0.0528571428571433	
3.715000000000000000e+02	8.623300000000000409e-01	0.0530000000000004	
3.725000000000000000e+02	8.623699999999999699e-01	0.0531428571428576	
3.735000000000000000e+02	8.624000000000000554e-01	0.0532857142857147	
3.745000000000000000e+02	8.624300000000000299e-01	0.0534285714285718	
3.755000000000000000e+02	8.624699999999999589e-01	0.053571428571429	
3.765000000000000000e+02	8.625000000000000444e-01	0.0537142857142861	
3.775000000000000000e+02	8.625300000000000189e-01	0.0538571428571433	
3.785000000000000000e+02	8.625699999999999479e-01	0.0540000000000004	
3.795000000000000000e+02	8.626000000000000334e-01	0.0541428571428576	
3.805000000000000000e+02	8.626300000000000079e-01	0.0542857142857147	
3.815000000000000000e+02	8.626700000000000479e-01	0.0544285714285719	
3.825000000000000000e+02	8.627000000000000224e-01	0.054571428571429	
3.835000000000000000e+02	8.627299999999999969e-01	0.0547142857142862	
3.845000000000000000e+02	8.627700000000000369e-01	0.0548571428571433	
3.855000000000000000e+02	8.628000000000000114e-01	0.0550000000000005	
3.865000000000000000e+02	8.628400000000000514e-01	0.0551428571428576	
3.875000000000000000e+02	8.628700000000000259e-01	0.0552857142857147	
3.885000000000000000e+02	8.629000000000000004e-01	0.0554285714285719	
3.895000000000000000e+02	8.629400000000000404e-01	0.055571428571429	
3.905000000000000000e+02	8.629700000000000149e-01	0.0557142857142862	
3.915000000000000000e+02	8.629999999999999893e-01	0.0558571428571433	
3.925000000000000000e+02	8.630400000000000293e-01	0.0560000000000005	
3.935000000000000000e+02	8.630700000000000038e-01	0.0561428571428576	
3.945000000000000000e+02	8.630999999999999783e-01	0.0562857142857148	
3.955000000000000000e+02	8.631400000000000183e-01	0.0564285714285719	
3.965000000000000000e+02	8.631699999999999928e-01	0.0565714285714291	
3.975000000000000000e+02	8.631999999999999673e-01	0.0567142857142862	
3.985000000000000000e+02	8.632400000000000073e-01	0.0568571428571433	
3.995000000000000000e+02	8.632699999999999818e-01	0.0570000000000005	
4.005000000000000000e+02	8.632999999999999563e-01	0.0571428571428576	
4.015000000000000000e+02	8.636899999999999578e-01	0.0572857142857148	
4.025000000000000000e+02	8.640700000000000047e-01	0.0574285714285719	
4.035000000000000000e+02	8.644600000000000062e-01	0.0575714285714291	
4.045000000000000000e+02	8.648400000000000531e-01	0.0577142857142862	
4.055000000000000000e+02	8.652300000000000546e-01	0.0578571428571434	
4.065000000000000000e+02	8.656099999999999905e-01	0.0580000000000005	
4.075000000000000000e+02	8.659999999999999920e-01	0.0581428571428577	
4.085000000000000000e+02	8.663800000000000390e-01	0.0582857142857148	
4.095000000000000000e+02	8.667599999999999749e-01	0.058428571428572	
4.105000000000000000e+02	8.671499999999999764e-01	0.0585714285714291	
4.115000000000000000e+02	8.675300000000000233e-01	0.0587142857142862	
4.125000000000000000e+02	8.679200000000000248e-01	0.0588571428571434	
