#Depth	LID [m]	uncertainty %
		
2.790000000000000000e+02	88.6206	0.2
2.800000000000000000e+02	88.6686	0.2
2.810000000000000000e+02	88.9314	0.2
2.820000000000000000e+02	88.9749	0.2
2.830000000000000000e+02	88.743	0.2
2.840000000000000000e+02	88.8868	0.2
2.850000000000000000e+02	89.1034	0.2
2.860000000000000000e+02	89.1893	0.2
2.870000000000000000e+02	89.039	0.2
2.880000000000000000e+02	88.9298	0.2
2.890000000000000000e+02	88.8773	0.2
2.900000000000000000e+02	88.8585	0.2
2.910000000000000000e+02	88.5582	0.2
2.920000000000000000e+02	88.2264	0.2
2.930000000000000000e+02	87.9103	0.2
2.940000000000000000e+02	87.5094	0.2
2.950000000000000000e+02	87.4564	0.2
2.960000000000000000e+02	87.4887	0.2
2.970000000000000000e+02	87.4204	0.2
2.980000000000000000e+02	87.6262	0.2
2.990000000000000000e+02	87.8658	0.2
3.000000000000000000e+02	88.0299	0.2
3.010000000000000000e+02	88.0192	0.2
3.020000000000000000e+02	88.1026	0.2
3.030000000000000000e+02	88.4682	0.2
3.040000000000000000e+02	88.7425	0.2
3.050000000000000000e+02	88.8872	0.2
3.060000000000000000e+02	88.9861	0.2
3.070000000000000000e+02	89.2332	0.2
3.080000000000000000e+02	89.541	0.2
3.090000000000000000e+02	89.795	0.2
3.100000000000000000e+02	89.9809	0.2
3.110000000000000000e+02	90.0267	0.2
3.120000000000000000e+02	90.0001	0.2
3.130000000000000000e+02	90.0993	0.2
3.140000000000000000e+02	89.8989	0.2
3.150000000000000000e+02	89.353	0.2
3.160000000000000000e+02	88.7788	0.2
3.170000000000000000e+02	88.5388	0.2
3.180000000000000000e+02	88.4523	0.2
3.190000000000000000e+02	88.4867	0.2
3.200000000000000000e+02	88.5274	0.2
3.210000000000000000e+02	88.5003	0.2
3.220000000000000000e+02	88.4209	0.2
3.230000000000000000e+02	88.2342	0.2
3.240000000000000000e+02	88.0634	0.2
3.250000000000000000e+02	87.9494	0.2
3.260000000000000000e+02	87.9716	0.2
3.270000000000000000e+02	87.9331	0.2
3.280000000000000000e+02	87.807	0.2
3.290000000000000000e+02	87.8345	0.2
3.300000000000000000e+02	88.1403	0.2
3.310000000000000000e+02	88.4709	0.2
3.320000000000000000e+02	88.5646	0.2
3.330000000000000000e+02	88.5146	0.2
3.340000000000000000e+02	88.4365	0.2
3.350000000000000000e+02	88.2962	0.2
3.360000000000000000e+02	88.0812	0.2
3.370000000000000000e+02	88.0896	0.2
3.380000000000000000e+02	87.8839	0.2
3.390000000000000000e+02	87.6873	0.2
3.400000000000000000e+02	87.832	0.2
3.410000000000000000e+02	88.1351	0.2
3.420000000000000000e+02	88.1407	0.2
3.430000000000000000e+02	88.0817	0.2
3.440000000000000000e+02	88.1621	0.2
3.450000000000000000e+02	88.2094	0.2
3.460000000000000000e+02	88.1932	0.2
3.470000000000000000e+02	88.1401	0.2
3.480000000000000000e+02	88.0545	0.2
3.490000000000000000e+02	87.9904	0.2
3.500000000000000000e+02	88.0799	0.2
3.510000000000000000e+02	88.1963	0.2
3.520000000000000000e+02	88.3939	0.2
3.530000000000000000e+02	88.6272	0.2
3.540000000000000000e+02	88.8153	0.2
3.550000000000000000e+02	88.7403	0.2
3.560000000000000000e+02	88.437	0.2
3.570000000000000000e+02	88.4298	0.2
3.580000000000000000e+02	88.5762	0.2
3.590000000000000000e+02	88.6472	0.2
3.600000000000000000e+02	88.4649	0.2
3.610000000000000000e+02	88.2149	0.2
3.620000000000000000e+02	87.9133	0.2
3.630000000000000000e+02	87.7547	0.2
3.640000000000000000e+02	87.8207	0.2
3.650000000000000000e+02	87.8214	0.2
3.660000000000000000e+02	87.8358	0.2
3.670000000000000000e+02	87.9864	0.2
3.680000000000000000e+02	88.0989	0.2
3.690000000000000000e+02	88.1435	0.2
3.700000000000000000e+02	88.3623	0.2
3.710000000000000000e+02	88.4955	0.2
3.720000000000000000e+02	88.4607	0.2
3.730000000000000000e+02	88.4847	0.2
3.740000000000000000e+02	88.6232	0.2
3.750000000000000000e+02	88.7312	0.2
3.760000000000000000e+02	88.7878	0.2
3.770000000000000000e+02	88.8444	0.2
3.780000000000000000e+02	89.0259	0.2
3.790000000000000000e+02	89.0807	0.2
3.800000000000000000e+02	89.0506	0.2
3.810000000000000000e+02	89.0321	0.2
3.820000000000000000e+02	88.7928	0.2
3.830000000000000000e+02	88.3227	0.2
3.840000000000000000e+02	87.7478	0.2
3.850000000000000000e+02	87.3389	0.2
3.860000000000000000e+02	87.1087	0.2
3.870000000000000000e+02	87.0792	0.2
3.880000000000000000e+02	87.0858	0.2
3.890000000000000000e+02	87.1107	0.2
3.900000000000000000e+02	87.2616	0.2
3.910000000000000000e+02	87.337	0.2
3.920000000000000000e+02	87.2516	0.2
3.930000000000000000e+02	87.4869	0.2
3.940000000000000000e+02	88.0326	0.2
3.950000000000000000e+02	88.1783	0.2
3.960000000000000000e+02	88.2639	0.2
3.970000000000000000e+02	88.419	0.2
3.980000000000000000e+02	88.544	0.2
3.990000000000000000e+02	88.734	0.2
4.000000000000000000e+02	88.9026	0.2
4.010000000000000000e+02	89.0011	0.2
4.020000000000000000e+02	88.9982	0.2
4.030000000000000000e+02	88.7578	0.2
4.040000000000000000e+02	88.4857	0.2
4.050000000000000000e+02	88.3315	0.2
4.060000000000000000e+02	88.2861	0.2
4.070000000000000000e+02	88.1915	0.2
4.080000000000000000e+02	88.1933	0.2
4.090000000000000000e+02	88.3256	0.2
4.100000000000000000e+02	88.3209	0.2
4.110000000000000000e+02	88.2607	0.2
4.120000000000000000e+02	88.1277	0.2
4.130000000000000000e+02	88.0182	0.2
4.140000000000000000e+02	87.9947	0.2
4.150000000000000000e+02	87.968	0.2
4.160000000000000000e+02	87.9727	0.2
4.170000000000000000e+02	88.1697	0.2
4.180000000000000000e+02	88.2339	0.2
4.190000000000000000e+02	88.1329	0.2
4.200000000000000000e+02	88.1339	0.2
4.210000000000000000e+02	88.0994	0.2
4.220000000000000000e+02	88.0862	0.2
4.230000000000000000e+02	88.1625	0.2
4.240000000000000000e+02	88.1976	0.2
4.250000000000000000e+02	88.1229	0.2
4.260000000000000000e+02	88.0617	0.2
4.270000000000000000e+02	88.09	0.2
4.280000000000000000e+02	88.159	0.2
4.290000000000000000e+02	88.2185	0.2
4.300000000000000000e+02	88.127	0.2
4.310000000000000000e+02	87.9572	0.2
4.320000000000000000e+02	87.8227	0.2
4.330000000000000000e+02	87.661	0.2
4.340000000000000000e+02	87.4945	0.2
4.350000000000000000e+02	87.3053	0.2
4.360000000000000000e+02	87.1191	0.2
4.370000000000000000e+02	87.1643	0.2
4.380000000000000000e+02	87.1831	0.2
4.390000000000000000e+02	87.0831	0.2
4.400000000000000000e+02	87.1698	0.2
4.410000000000000000e+02	87.2722	0.2
4.420000000000000000e+02	87.2058	0.2
4.430000000000000000e+02	87.2588	0.2
4.440000000000000000e+02	87.253	0.2
4.450000000000000000e+02	87.1501	0.2
4.460000000000000000e+02	87.0861	0.2
4.470000000000000000e+02	87.0934	0.2
4.480000000000000000e+02	87.0327	0.2
4.490000000000000000e+02	86.8286	0.2
4.500000000000000000e+02	86.9959	0.2
4.510000000000000000e+02	87.1785	0.2
4.520000000000000000e+02	87.2642	0.2
4.530000000000000000e+02	87.3449	0.2
4.540000000000000000e+02	87.3557	0.2
4.550000000000000000e+02	87.3842	0.2
4.560000000000000000e+02	87.5433	0.2
4.570000000000000000e+02	87.793	0.2
4.580000000000000000e+02	88.0754	0.2
4.590000000000000000e+02	88.2459	0.2
4.600000000000000000e+02	88.4452	0.2
4.610000000000000000e+02	88.6647	0.2
4.620000000000000000e+02	88.6935	0.2
4.630000000000000000e+02	88.8499	0.2
4.640000000000000000e+02	89.1636	0.2
4.650000000000000000e+02	89.0943	0.2
4.660000000000000000e+02	88.879	0.2
4.670000000000000000e+02	88.7772	0.2
4.680000000000000000e+02	88.4551	0.2
4.690000000000000000e+02	88.2174	0.2
4.700000000000000000e+02	88.1213	0.2
4.710000000000000000e+02	88.0063	0.2
4.720000000000000000e+02	87.9591	0.2
4.730000000000000000e+02	88.0668	0.2
4.740000000000000000e+02	88.2264	0.2
4.750000000000000000e+02	88.0964	0.2
4.760000000000000000e+02	87.9361	0.2
4.770000000000000000e+02	87.9092	0.2
4.780000000000000000e+02	87.7966	0.2
4.790000000000000000e+02	87.6834	0.2
4.800000000000000000e+02	87.5872	0.2
4.810000000000000000e+02	87.5182	0.2
4.820000000000000000e+02	87.4514	0.2
4.830000000000000000e+02	87.441	0.2
4.840000000000000000e+02	87.3374	0.2
4.850000000000000000e+02	87.1381	0.2
4.860000000000000000e+02	86.9598	0.2
4.870000000000000000e+02	87.0254	0.2
4.880000000000000000e+02	87.2072	0.2
4.890000000000000000e+02	87.1887	0.2
4.900000000000000000e+02	87.1719	0.2
4.910000000000000000e+02	87.1305	0.2
4.920000000000000000e+02	87.0763	0.2
4.930000000000000000e+02	87.1524	0.2
4.940000000000000000e+02	87.1859	0.2
4.950000000000000000e+02	87.2302	0.2
4.960000000000000000e+02	87.4401	0.2
4.970000000000000000e+02	87.6464	0.2
4.980000000000000000e+02	87.626	0.2
4.990000000000000000e+02	87.6241	0.2
5.000000000000000000e+02	87.6145	0.2
5.010000000000000000e+02	87.6826	0.2
5.020000000000000000e+02	87.6919	0.2
5.030000000000000000e+02	87.788	0.2
5.040000000000000000e+02	87.8147	0.2
5.050000000000000000e+02	87.897	0.2
5.060000000000000000e+02	88.0135	0.2
5.070000000000000000e+02	87.9135	0.2
5.080000000000000000e+02	87.6689	0.2
5.090000000000000000e+02	87.5556	0.2
5.100000000000000000e+02	87.5868	0.2
5.110000000000000000e+02	87.8288	0.2
5.120000000000000000e+02	88.0972	0.2
5.130000000000000000e+02	87.9924	0.2
5.140000000000000000e+02	87.9663	0.2
5.150000000000000000e+02	88.0684	0.2
5.160000000000000000e+02	88.215	0.2
5.170000000000000000e+02	88.3524	0.2
5.180000000000000000e+02	88.479	0.2
5.190000000000000000e+02	88.5834	0.2
5.200000000000000000e+02	88.6279	0.2
5.210000000000000000e+02	88.5527	0.2
5.220000000000000000e+02	88.3153	0.2
5.230000000000000000e+02	88.1401	0.2
5.240000000000000000e+02	88.1343	0.2
5.250000000000000000e+02	88.3684	0.2
5.260000000000000000e+02	88.5655	0.2
5.270000000000000000e+02	88.6145	0.2
5.280000000000000000e+02	88.4527	0.2
5.290000000000000000e+02	88.5105	0.2
5.300000000000000000e+02	88.5226	0.2
5.310000000000000000e+02	88.2402	0.2
5.320000000000000000e+02	88.0678	0.2
5.330000000000000000e+02	88.0474	0.2
5.340000000000000000e+02	88.1399	0.2
5.350000000000000000e+02	88.083	0.2
5.360000000000000000e+02	88.0341	0.2
5.370000000000000000e+02	88.0453	0.2
5.380000000000000000e+02	88.1412	0.2
5.390000000000000000e+02	88.2775	0.2
5.400000000000000000e+02	88.3234	0.2
5.410000000000000000e+02	88.2418	0.2
5.420000000000000000e+02	88.1772	0.2
5.430000000000000000e+02	88.1665	0.2
5.440000000000000000e+02	88.2001	0.2
5.450000000000000000e+02	88.2324	0.2
5.460000000000000000e+02	88.251	0.2
5.470000000000000000e+02	88.2099	0.2
5.480000000000000000e+02	88.3165	0.1
5.490000000000000000e+02	88.5411	0.1
5.500000000000000000e+02	88.714	0.1
5.510000000000000000e+02	88.7557	0.1
5.520000000000000000e+02	88.7072	0.1
5.530000000000000000e+02	88.6208	0.1
5.540000000000000000e+02	88.4138	0.1
5.550000000000000000e+02	88.161	0.1
5.560000000000000000e+02	88.0921	0.1
5.570000000000000000e+02	88.0863	0.1
5.580000000000000000e+02	87.9142	0.1
5.590000000000000000e+02	87.7667	0.1
5.600000000000000000e+02	87.892	0.1
5.610000000000000000e+02	88.1323	0.1
5.620000000000000000e+02	88.278	0.1
5.630000000000000000e+02	88.5538	0.1
5.640000000000000000e+02	88.9682	0.1
5.650000000000000000e+02	89.2571	0.1
5.660000000000000000e+02	89.671	0.1
5.670000000000000000e+02	90.1536	0.1
5.680000000000000000e+02	90.5977	0.1
5.690000000000000000e+02	90.9215	0.1
5.700000000000000000e+02	91.1951	0.1
5.710000000000000000e+02	91.4263	0.1
5.720000000000000000e+02	91.6529	0.1
5.730000000000000000e+02	92.0559	0.1
5.740000000000000000e+02	92.2213	0.1
5.750000000000000000e+02	91.9636	0.1
5.760000000000000000e+02	91.8762	0.1
5.770000000000000000e+02	91.8195	0.1
5.780000000000000000e+02	91.7906	0.1
5.790000000000000000e+02	91.6885	0.1
5.800000000000000000e+02	91.6095	0.1
5.810000000000000000e+02	91.553	0.1
5.820000000000000000e+02	91.5228	0.1
5.830000000000000000e+02	91.4846	0.1
5.840000000000000000e+02	91.4009	0.1
5.850000000000000000e+02	91.4907	0.1
5.860000000000000000e+02	92.202	0.1
5.870000000000000000e+02	92.4582	0.1
5.880000000000000000e+02	92.3694	0.1
5.890000000000000000e+02	92.1735	0.1
5.900000000000000000e+02	92.4084	0.1
5.910000000000000000e+02	92.7527	0.1
5.920000000000000000e+02	93.0154	0.1
5.930000000000000000e+02	93.0951	0.1
5.940000000000000000e+02	93.1177	0.1
5.950000000000000000e+02	93.1796	0.1
5.960000000000000000e+02	93.2861	0.1
5.970000000000000000e+02	93.4773	0.1
5.980000000000000000e+02	93.5757	0.1
5.990000000000000000e+02	93.7272	0.1
6.000000000000000000e+02	94.1106	0.1
6.010000000000000000e+02	94.3462	0.1
6.020000000000000000e+02	94.6355	0.1
6.030000000000000000e+02	94.9113	0.1
6.040000000000000000e+02	94.9834	0.1
6.050000000000000000e+02	95.0888	0.1
6.060000000000000000e+02	95.0297	0.1
6.070000000000000000e+02	94.7329	0.1
6.080000000000000000e+02	94.6651	0.1
6.090000000000000000e+02	94.5657	0.1
6.100000000000000000e+02	94.1776	0.1
6.110000000000000000e+02	92.9203	0.1
6.120000000000000000e+02	91.8053	0.1
6.130000000000000000e+02	90.9897	0.1
6.140000000000000000e+02	90.4895	0.1
6.150000000000000000e+02	89.6661	0.1
6.160000000000000000e+02	88.7119	0.1
6.170000000000000000e+02	87.8406	0.1
6.180000000000000000e+02	86.9255	0.1
6.190000000000000000e+02	86.2499	0.1
6.200000000000000000e+02	85.651	0.1
6.210000000000000000e+02	85.0786	0.1
6.220000000000000000e+02	84.85	0.1
6.230000000000000000e+02	84.6779	0.1
6.240000000000000000e+02	84.5232	0.1
6.250000000000000000e+02	84.5102	0.1
6.260000000000000000e+02	84.4467	0.1
6.270000000000000000e+02	84.233	0.1
6.280000000000000000e+02	84.1138	0.1
6.290000000000000000e+02	84.2242	0.1
6.300000000000000000e+02	84.3062	0.1
6.310000000000000000e+02	84.4022	0.1
6.320000000000000000e+02	84.6236	0.1
6.330000000000000000e+02	84.6077	0.1
6.340000000000000000e+02	84.4939	0.1
6.350000000000000000e+02	84.6033	0.1
6.360000000000000000e+02	84.8127	0.1
6.370000000000000000e+02	85.1331	0.1
6.380000000000000000e+02	85.4827	0.1
6.390000000000000000e+02	85.5885	0.1
6.400000000000000000e+02	85.7317	0.1
6.410000000000000000e+02	85.8667	0.1
6.420000000000000000e+02	85.8911	0.1
6.430000000000000000e+02	86.1121	0.1
6.440000000000000000e+02	86.3109	0.1
6.450000000000000000e+02	86.5046	0.1
6.460000000000000000e+02	86.9127	0.1
6.470000000000000000e+02	87.1894	0.1
6.480000000000000000e+02	87.2137	0.1
6.490000000000000000e+02	87.2379	0.1
6.500000000000000000e+02	87.2011	0.1
6.510000000000000000e+02	87.2384	0.1
6.520000000000000000e+02	87.487	0.1
6.530000000000000000e+02	87.75	0.1
6.540000000000000000e+02	88.0592	0.1
6.550000000000000000e+02	88.3113	0.1
6.560000000000000000e+02	88.4823	0.1
6.570000000000000000e+02	88.729	0.1
6.580000000000000000e+02	89.0617	0.1
6.590000000000000000e+02	89.3471	0.1
6.600000000000000000e+02	89.7408	0.1
6.610000000000000000e+02	90.2277	0.1
6.620000000000000000e+02	90.6216	0.1
6.630000000000000000e+02	90.8432	0.1
6.640000000000000000e+02	90.9302	0.1
6.650000000000000000e+02	91.2348	0.1
6.660000000000000000e+02	91.481	0.1
6.670000000000000000e+02	91.6075	0.1
6.680000000000000000e+02	91.8298	0.1
6.690000000000000000e+02	92.0958	0.1
6.700000000000000000e+02	92.3104	0.1
6.710000000000000000e+02	92.2567	0.1
6.720000000000000000e+02	92.062	0.1
6.730000000000000000e+02	91.9693	0.1
6.740000000000000000e+02	91.9394	0.1
6.750000000000000000e+02	91.9812	0.1
6.760000000000000000e+02	92.0481	0.1
6.770000000000000000e+02	92.0372	0.1
6.780000000000000000e+02	91.9285	0.1
6.790000000000000000e+02	91.8423	0.1
6.800000000000000000e+02	91.7459	0.1
6.810000000000000000e+02	91.5801	0.1
6.820000000000000000e+02	91.1674	0.1
6.830000000000000000e+02	90.6678	0.1
6.840000000000000000e+02	90.3976	0.1
