#Depth	Thinning	uncertainty linear 0-1 TEST1
2.865000000000000000e+02	8.713199999999999834e-01	0.105304518664047
2.875000000000000000e+02	8.708399999999999475e-01	0.105697445972495
2.885000000000000000e+02	8.703600000000000225e-01	0.106090373280943
2.895000000000000000e+02	8.698799999999999866e-01	0.106483300589391
2.905000000000000000e+02	8.693899999999999961e-01	0.106876227897839
2.915000000000000000e+02	8.689000000000000057e-01	0.107269155206286
2.925000000000000000e+02	8.684199999999999697e-01	0.107662082514734
2.935000000000000000e+02	8.679299999999999793e-01	0.108055009823182
2.945000000000000000e+02	8.674399999999999888e-01	0.10844793713163
2.955000000000000000e+02	8.669499999999999984e-01	0.108840864440078
2.965000000000000000e+02	8.664500000000000535e-01	0.109233791748526
2.975000000000000000e+02	8.659599999999999520e-01	0.109626719056974
2.985000000000000000e+02	8.654699999999999616e-01	0.110019646365422
2.995000000000000000e+02	8.649799999999999711e-01	0.11041257367387
3.005000000000000000e+02	8.644899999999999807e-01	0.110805500982318
3.015000000000000000e+02	8.639999999999999902e-01	0.111198428290766
3.025000000000000000e+02	8.635099999999999998e-01	0.111591355599214
3.035000000000000000e+02	8.630200000000000093e-01	0.111984282907662
3.045000000000000000e+02	8.625399999999999734e-01	0.11237721021611
3.055000000000000000e+02	8.620499999999999829e-01	0.112770137524558
3.065000000000000000e+02	8.615699999999999470e-01	0.113163064833006
3.075000000000000000e+02	8.610900000000000221e-01	0.113555992141453
3.085000000000000000e+02	8.606099999999999861e-01	0.113948919449901
3.095000000000000000e+02	8.601400000000000157e-01	0.114341846758349
3.105000000000000000e+02	8.596700000000000452e-01	0.114734774066797
3.115000000000000000e+02	8.591999999999999638e-01	0.115127701375245
3.125000000000000000e+02	8.587399999999999478e-01	0.115520628683693
3.135000000000000000e+02	8.582800000000000429e-01	0.115913555992141
3.145000000000000000e+02	8.578200000000000269e-01	0.116306483300589
3.155000000000000000e+02	8.573699999999999655e-01	0.116699410609037
3.165000000000000000e+02	8.569200000000000150e-01	0.117092337917485
3.175000000000000000e+02	8.564800000000000191e-01	0.117485265225933
3.185000000000000000e+02	8.560400000000000231e-01	0.117878192534381
3.195000000000000000e+02	8.556000000000000272e-01	0.118271119842829
3.205000000000000000e+02	8.551699999999999857e-01	0.118664047151277
3.215000000000000000e+02	8.547299999999999898e-01	0.119056974459725
3.225000000000000000e+02	8.542999999999999483e-01	0.119449901768172
3.235000000000000000e+02	8.538599999999999524e-01	0.11984282907662
3.245000000000000000e+02	8.534300000000000219e-01	0.120235756385068
3.255000000000000000e+02	8.529900000000000260e-01	0.120628683693516
3.265000000000000000e+02	8.525500000000000300e-01	0.121021611001964
3.275000000000000000e+02	8.520999999999999686e-01	0.121414538310412
3.285000000000000000e+02	8.516599999999999726e-01	0.12180746561886
3.295000000000000000e+02	8.511999999999999567e-01	0.122200392927308
3.305000000000000000e+02	8.507500000000000062e-01	0.122593320235756
3.315000000000000000e+02	8.502899999999999903e-01	0.122986247544204
3.325000000000000000e+02	8.498299999999999743e-01	0.123379174852652
3.335000000000000000e+02	8.493699999999999584e-01	0.1237721021611
3.345000000000000000e+02	8.488999999999999879e-01	0.124165029469548
3.355000000000000000e+02	8.484300000000000175e-01	0.124557956777996
3.365000000000000000e+02	8.479700000000000015e-01	0.124950884086444
3.375000000000000000e+02	8.475000000000000311e-01	0.125343811394892
3.385000000000000000e+02	8.470400000000000151e-01	0.125736738703339
3.395000000000000000e+02	8.465799999999999992e-01	0.126129666011787
3.405000000000000000e+02	8.461199999999999832e-01	0.126522593320235
3.415000000000000000e+02	8.456700000000000328e-01	0.126915520628683
3.425000000000000000e+02	8.452199999999999713e-01	0.127308447937131
3.435000000000000000e+02	8.447700000000000209e-01	0.127701375245579
3.445000000000000000e+02	8.443300000000000249e-01	0.128094302554027
3.455000000000000000e+02	8.438900000000000290e-01	0.128487229862475
3.465000000000000000e+02	8.434500000000000330e-01	0.128880157170923
3.475000000000000000e+02	8.430100000000000371e-01	0.129273084479371
3.485000000000000000e+02	8.425599999999999756e-01	0.129666011787819
3.495000000000000000e+02	8.421199999999999797e-01	0.130058939096267
3.505000000000000000e+02	8.416700000000000292e-01	0.130451866404715
3.515000000000000000e+02	8.412100000000000133e-01	0.130844793713163
3.525000000000000000e+02	8.407599999999999518e-01	0.131237721021611
3.535000000000000000e+02	8.402899999999999814e-01	0.131630648330059
3.545000000000000000e+02	8.398200000000000109e-01	0.132023575638507
3.555000000000000000e+02	8.393500000000000405e-01	0.132416502946955
3.565000000000000000e+02	8.388600000000000501e-01	0.132809430255403
3.575000000000000000e+02	8.383699999999999486e-01	0.13320235756385
3.585000000000000000e+02	8.378799999999999581e-01	0.133595284872298
3.595000000000000000e+02	8.373800000000000132e-01	0.133988212180746
3.605000000000000000e+02	8.368799999999999573e-01	0.134381139489194
3.615000000000000000e+02	8.363800000000000123e-01	0.134774066797642
3.625000000000000000e+02	8.358799999999999564e-01	0.13516699410609
3.635000000000000000e+02	8.353699999999999459e-01	0.135559921414538
3.645000000000000000e+02	8.348700000000000010e-01	0.135952848722986
3.655000000000000000e+02	8.343699999999999450e-01	0.136345776031434
3.665000000000000000e+02	8.338799999999999546e-01	0.136738703339882
3.675000000000000000e+02	8.333899999999999642e-01	0.13713163064833
3.685000000000000000e+02	8.328999999999999737e-01	0.137524557956778
3.695000000000000000e+02	8.324200000000000488e-01	0.137917485265226
3.705000000000000000e+02	8.319499999999999673e-01	0.138310412573674
3.715000000000000000e+02	8.314799999999999969e-01	0.138703339882122
3.725000000000000000e+02	8.310100000000000264e-01	0.13909626719057
3.735000000000000000e+02	8.305599999999999650e-01	0.139489194499018
3.745000000000000000e+02	8.300999999999999490e-01	0.139882121807466
3.755000000000000000e+02	8.296599999999999531e-01	0.140275049115914
3.765000000000000000e+02	8.292199999999999571e-01	0.140667976424362
3.775000000000000000e+02	8.287799999999999612e-01	0.141060903732809
3.785000000000000000e+02	8.283399999999999652e-01	0.141453831041257
3.795000000000000000e+02	8.279100000000000348e-01	0.141846758349705
3.805000000000000000e+02	8.274799999999999933e-01	0.142239685658153
3.815000000000000000e+02	8.270499999999999519e-01	0.142632612966601
3.825000000000000000e+02	8.266200000000000214e-01	0.143025540275049
3.835000000000000000e+02	8.262000000000000455e-01	0.143418467583497
3.845000000000000000e+02	8.257700000000000040e-01	0.143811394891945
3.855000000000000000e+02	8.253500000000000281e-01	0.144204322200393
3.865000000000000000e+02	8.249300000000000521e-01	0.144597249508841
3.875000000000000000e+02	8.245099999999999651e-01	0.144990176817289
3.885000000000000000e+02	8.240899999999999892e-01	0.145383104125737
3.895000000000000000e+02	8.236799999999999677e-01	0.145776031434185
3.905000000000000000e+02	8.232699999999999463e-01	0.146168958742633
3.915000000000000000e+02	8.228499999999999703e-01	0.146561886051081
3.925000000000000000e+02	8.224399999999999489e-01	0.146954813359529
3.935000000000000000e+02	8.220300000000000384e-01	0.147347740667977
3.945000000000000000e+02	8.216099999999999515e-01	0.147740667976425
3.955000000000000000e+02	8.211899999999999755e-01	0.148133595284873
3.965000000000000000e+02	8.207699999999999996e-01	0.14852652259332
3.975000000000000000e+02	8.203399999999999581e-01	0.148919449901768
3.985000000000000000e+02	8.199100000000000277e-01	0.149312377210216
3.995000000000000000e+02	8.194799999999999862e-01	0.149705304518664
4.005000000000000000e+02	8.190300000000000358e-01	0.150098231827112
4.015000000000000000e+02	8.185900000000000398e-01	0.15049115913556
4.025000000000000000e+02	8.181399999999999784e-01	0.150884086444008
4.035000000000000000e+02	8.176799999999999624e-01	0.151277013752456
4.045000000000000000e+02	8.172199999999999465e-01	0.151669941060904
4.055000000000000000e+02	8.167600000000000415e-01	0.152062868369352
4.065000000000000000e+02	8.162899999999999601e-01	0.1524557956778
4.075000000000000000e+02	8.158300000000000551e-01	0.152848722986248
4.085000000000000000e+02	8.153700000000000392e-01	0.153241650294696
4.095000000000000000e+02	8.149100000000000232e-01	0.153634577603144
4.105000000000000000e+02	8.144500000000000073e-01	0.154027504911592
4.115000000000000000e+02	8.139999999999999458e-01	0.15442043222004
4.125000000000000000e+02	8.135499999999999954e-01	0.154813359528488
4.135000000000000000e+02	8.131099999999999994e-01	0.155206286836936
4.145000000000000000e+02	8.126700000000000035e-01	0.155599214145384
4.155000000000000000e+02	8.122399999999999620e-01	0.155992141453832
4.165000000000000000e+02	8.118100000000000316e-01	0.156385068762279
4.175000000000000000e+02	8.113899999999999446e-01	0.156777996070727
4.185000000000000000e+02	8.109699999999999687e-01	0.157170923379175
4.195000000000000000e+02	8.105599999999999472e-01	0.157563850687623
4.205000000000000000e+02	8.101399999999999713e-01	0.157956777996071
4.215000000000000000e+02	8.097299999999999498e-01	0.158349705304519
4.225000000000000000e+02	8.093200000000000394e-01	0.158742632612967
4.235000000000000000e+02	8.089100000000000179e-01	0.159135559921415
4.245000000000000000e+02	8.084999999999999964e-01	0.159528487229863
4.255000000000000000e+02	8.080899999999999750e-01	0.159921414538311
4.265000000000000000e+02	8.076699999999999990e-01	0.160314341846759
4.275000000000000000e+02	8.072599999999999776e-01	0.160707269155207
4.285000000000000000e+02	8.068400000000000016e-01	0.161100196463655
4.295000000000000000e+02	8.064200000000000257e-01	0.161493123772103
4.305000000000000000e+02	8.060100000000000042e-01	0.161886051080551
4.315000000000000000e+02	8.055900000000000283e-01	0.162278978388999
4.325000000000000000e+02	8.051700000000000523e-01	0.162671905697447
4.335000000000000000e+02	8.047699999999999854e-01	0.163064833005895
4.345000000000000000e+02	8.043599999999999639e-01	0.163457760314343
4.355000000000000000e+02	8.039600000000000080e-01	0.163850687622791
4.365000000000000000e+02	8.035700000000000065e-01	0.164243614931238
4.375000000000000000e+02	8.031700000000000506e-01	0.164636542239686
4.385000000000000000e+02	8.027900000000000036e-01	0.165029469548134
4.395000000000000000e+02	8.024200000000000221e-01	0.165422396856582
4.405000000000000000e+02	8.020500000000000407e-01	0.16581532416503
4.415000000000000000e+02	8.016999999999999682e-01	0.166208251473478
4.425000000000000000e+02	8.013500000000000068e-01	0.166601178781926
4.435000000000000000e+02	8.010000000000000453e-01	0.166994106090374
4.445000000000000000e+02	8.006600000000000383e-01	0.167387033398822
