#Depth	Accu rate [m/yr]	AICC2012 Uncertainty % = TEST2 bis
1.110000000000000000e+02	6.139080000000000231e-02	0.218256772673733
1.120000000000000000e+02	9.459510000000000141e-02	0.218453082057322
1.130000000000000000e+02	6.436340000000000117e-02	0.21864939144091
1.140000000000000000e+02	6.922119999999999662e-02	0.218845700824499
1.150000000000000000e+02	6.634130000000000582e-02	0.219042010208087
1.160000000000000000e+02	5.806080000000000269e-02	0.219238319591676
1.170000000000000000e+02	6.863669999999999494e-02	0.219434628975264
1.180000000000000000e+02	6.845919999999999783e-02	0.219630938358853
1.190000000000000000e+02	5.839910000000000240e-02	0.219827247742441
1.200000000000000000e+02	6.033499999999999974e-02	0.22002355712603
1.210000000000000000e+02	6.213260000000000310e-02	0.220219866509618
1.220000000000000000e+02	6.801329999999999876e-02	0.220416175893207
1.230000000000000000e+02	6.674860000000000515e-02	0.220612485276795
1.240000000000000000e+02	8.719999999999999973e-02	0.220808794660384
1.250000000000000000e+02	5.999265000000000153e-02	0.221005104043972
1.260000000000000000e+02	6.815704999999999680e-02	0.221201413427561
1.270000000000000000e+02	7.657845000000000624e-02	0.22139772281115
1.280000000000000000e+02	6.888634999999999897e-02	0.221594032194738
1.290000000000000000e+02	6.152135000000000242e-02	0.221790341578327
1.300000000000000000e+02	6.569785000000000208e-02	0.221986650961915
1.310000000000000000e+02	6.548515000000000585e-02	0.222182960345504
1.320000000000000000e+02	7.396940000000000459e-02	0.222379269729092
1.330000000000000000e+02	7.759404999999999775e-02	0.222575579112681
1.340000000000000000e+02	5.770924999999999666e-02	0.222771888496269
1.350000000000000000e+02	6.081740000000000063e-02	0.222968197879858
1.360000000000000000e+02	6.641165000000000262e-02	0.223164507263446
1.370000000000000000e+02	6.293034999999999601e-02	0.223360816647035
1.380000000000000000e+02	6.828824999999999479e-02	0.223557126030623
1.390000000000000000e+02	6.179199999999999970e-02	0.223753435414212
1.400000000000000000e+02	6.532965000000000300e-02	0.2239497447978
1.410000000000000000e+02	7.628714999999999802e-02	0.224146054181389
1.420000000000000000e+02	6.453309999999999602e-02	0.224342363564977
1.430000000000000000e+02	6.483110000000000261e-02	0.224538672948566
1.440000000000000000e+02	7.401984999999999815e-02	0.224734982332154
1.450000000000000000e+02	6.092920000000000280e-02	0.224931291715743
1.460000000000000000e+02	6.445149999999999491e-02	0.225127601099332
1.470000000000000000e+02	7.196919999999999706e-02	0.22532391048292
1.480000000000000000e+02	7.111820000000000641e-02	0.225520219866509
1.490000000000000000e+02	7.256110000000000337e-02	0.225716529250097
1.500000000000000000e+02	6.341539999999999677e-02	0.225912838633686
1.510000000000000000e+02	6.486599999999999311e-02	0.226109148017274
1.520000000000000000e+02	6.544990000000000530e-02	0.226305457400863
1.530000000000000000e+02	6.592539999999999512e-02	0.226501766784451
1.540000000000000000e+02	6.570320000000000327e-02	0.22669807616804
1.550000000000000000e+02	6.607290000000000385e-02	0.226894385551628
1.560000000000000000e+02	7.855610000000000370e-02	0.227090694935217
1.570000000000000000e+02	6.976649999999999519e-02	0.227287004318805
1.580000000000000000e+02	7.362609999999999988e-02	0.227483313702394
1.590000000000000000e+02	6.734584999999999877e-02	0.227679623085982
1.600000000000000000e+02	6.053734999999999672e-02	0.227875932469571
1.610000000000000000e+02	6.223920000000000147e-02	0.228072241853159
1.620000000000000000e+02	6.915739999999999388e-02	0.228268551236748
1.630000000000000000e+02	7.055404999999999316e-02	0.228464860620337
1.640000000000000000e+02	7.580365000000000020e-02	0.228661170003925
1.650000000000000000e+02	7.033939999999999637e-02	0.228857479387514
1.660000000000000000e+02	6.842035000000000478e-02	0.229053788771102
1.670000000000000000e+02	6.667194999999999372e-02	0.229250098154691
1.680000000000000000e+02	6.744840000000000557e-02	0.229446407538279
1.690000000000000000e+02	7.636400000000000132e-02	0.229642716921868
1.700000000000000000e+02	6.666555000000000397e-02	0.229839026305456
1.710000000000000000e+02	7.035520000000000662e-02	0.230035335689045
1.720000000000000000e+02	7.770085000000000186e-02	0.230231645072633
1.730000000000000000e+02	6.635919999999999319e-02	0.230427954456222
1.740000000000000000e+02	6.679930000000000589e-02	0.23062426383981
1.750000000000000000e+02	6.236909999999999676e-02	0.230820573223399
1.760000000000000000e+02	5.595155000000000267e-02	0.231016882606987
1.770000000000000000e+02	7.033970000000000500e-02	0.231213191990576
1.780000000000000000e+02	7.068634999999999502e-02	0.231409501374164
1.790000000000000000e+02	6.730605000000000615e-02	0.231605810757753
1.800000000000000000e+02	7.779754999999999310e-02	0.231802120141341
1.810000000000000000e+02	8.195334999999999426e-02	0.23199842952493
1.820000000000000000e+02	6.155164999999999942e-02	0.232194738908519
1.830000000000000000e+02	6.155954999999999760e-02	0.232391048292107
1.840000000000000000e+02	6.667789999999999828e-02	0.232587357675696
1.850000000000000000e+02	7.181300000000000183e-02	0.232783667059284
1.860000000000000000e+02	7.089104999999999712e-02	0.232979976442873
1.870000000000000000e+02	7.765465000000000562e-02	0.233176285826461
1.880000000000000000e+02	6.099505000000000204e-02	0.23337259521005
1.890000000000000000e+02	6.490785000000000304e-02	0.233568904593638
1.900000000000000000e+02	6.533880000000000243e-02	0.233765213977227
1.910000000000000000e+02	7.124824999999999908e-02	0.233961523360815
1.920000000000000000e+02	6.926229999999999887e-02	0.234157832744404
1.930000000000000000e+02	7.023754999999999582e-02	0.234354142127992
1.940000000000000000e+02	6.966015000000000401e-02	0.234550451511581
1.950000000000000000e+02	6.850715000000000277e-02	0.234746760895169
1.960000000000000000e+02	7.061955000000000315e-02	0.234943070278758
1.970000000000000000e+02	7.048260000000000636e-02	0.235139379662346
1.980000000000000000e+02	6.157304999999999723e-02	0.235335689045935
1.990000000000000000e+02	6.894340000000000190e-02	0.235531998429524
2.000000000000000000e+02	6.323375000000000523e-02	0.235728307813112
2.010000000000000000e+02	6.984174999999999411e-02	0.235924617196701
2.020000000000000000e+02	6.471925000000000594e-02	0.236120926580289
2.030000000000000000e+02	7.052509999999999335e-02	0.236317235963878
2.040000000000000000e+02	6.087675000000000031e-02	0.236513545347466
2.050000000000000000e+02	6.944735000000000491e-02	0.236709854731055
2.060000000000000000e+02	6.125685000000000158e-02	0.236906164114643
2.070000000000000000e+02	6.343954999999999733e-02	0.237102473498232
2.080000000000000000e+02	7.186389999999999445e-02	0.23729878288182
2.090000000000000000e+02	7.035719999999999474e-02	0.237495092265409
2.100000000000000000e+02	7.209150000000000280e-02	0.237691401648997
2.110000000000000000e+02	7.074054999999999926e-02	0.237887711032586
2.120000000000000000e+02	6.294864999999999489e-02	0.238084020416174
2.130000000000000000e+02	6.985120000000000218e-02	0.238280329799763
2.140000000000000000e+02	7.175009999999999721e-02	0.238476639183351
2.150000000000000000e+02	7.270999999999999686e-02	0.23867294856694
2.160000000000000000e+02	7.160139999999999560e-02	0.238869257950528
2.170000000000000000e+02	7.185655000000000514e-02	0.239065567334117
2.180000000000000000e+02	6.403860000000000108e-02	0.239261876717706
2.190000000000000000e+02	7.095410000000000605e-02	0.239458186101294
2.200000000000000000e+02	7.238219999999999377e-02	0.239654495484883
2.210000000000000000e+02	7.824775000000000480e-02	0.239850804868471
2.220000000000000000e+02	7.023709999999999676e-02	0.24004711425206
2.230000000000000000e+02	7.108989999999999754e-02	0.240243423635648
2.240000000000000000e+02	7.612555000000000016e-02	0.240439733019237
2.250000000000000000e+02	6.989085000000000436e-02	0.240636042402825
2.260000000000000000e+02	7.272499999999999798e-02	0.240832351786414
2.270000000000000000e+02	8.325929999999999442e-02	0.241028661170002
2.280000000000000000e+02	6.666835000000000122e-02	0.241224970553591
2.290000000000000000e+02	6.886390000000000566e-02	0.241421279937179
2.300000000000000000e+02	7.053405000000000091e-02	0.241617589320768
2.310000000000000000e+02	7.362625000000000419e-02	0.241813898704356
2.320000000000000000e+02	7.297805000000000264e-02	0.242010208087945
2.330000000000000000e+02	7.227790000000000603e-02	0.242206517471533
2.340000000000000000e+02	6.842914999999999415e-02	0.242402826855122
2.350000000000000000e+02	7.143214999999999981e-02	0.242599136238711
2.360000000000000000e+02	7.023664999999999770e-02	0.242795445622299
2.370000000000000000e+02	6.354139999999999788e-02	0.242991755005888
2.380000000000000000e+02	6.329845000000000610e-02	0.243188064389476
2.390000000000000000e+02	6.780764999999999709e-02	0.243384373773065
2.400000000000000000e+02	7.295915000000000039e-02	0.243580683156653
2.410000000000000000e+02	6.546345000000000636e-02	0.243776992540242
2.420000000000000000e+02	6.892070000000000141e-02	0.24397330192383
2.430000000000000000e+02	6.980785000000000462e-02	0.244169611307419
2.440000000000000000e+02	6.291960000000000608e-02	0.244365920691007
2.450000000000000000e+02	6.882185000000000386e-02	0.244562230074596
2.460000000000000000e+02	8.181529999999999359e-02	0.244758539458184
2.470000000000000000e+02	7.107655000000000223e-02	0.244954848841773
2.480000000000000000e+02	6.748635000000000050e-02	0.245151158225361
2.490000000000000000e+02	7.040235000000000243e-02	0.24534746760895
2.500000000000000000e+02	7.072394999999999377e-02	0.245543776992538
2.510000000000000000e+02	6.743464999999999876e-02	0.245740086376127
2.520000000000000000e+02	6.725174999999999903e-02	0.245936395759715
2.530000000000000000e+02	6.903824999999999545e-02	0.246132705143304
2.540000000000000000e+02	7.058659999999999934e-02	0.246329014526893
2.550000000000000000e+02	7.559309999999999641e-02	0.246525323910481
2.560000000000000000e+02	7.471165000000000445e-02	0.24672163329407
2.570000000000000000e+02	6.934790000000000398e-02	0.246917942677658
2.580000000000000000e+02	7.220790000000000541e-02	0.247114252061247
2.590000000000000000e+02	7.624754999999999727e-02	0.247310561444835
2.600000000000000000e+02	7.576275000000000370e-02	0.247506870828424
2.610000000000000000e+02	7.861124999999999363e-02	0.247703180212012
2.620000000000000000e+02	7.110289999999999666e-02	0.247899489595601
2.630000000000000000e+02	6.545805000000000373e-02	0.248095798979189
2.640000000000000000e+02	6.400164999999999327e-02	0.248292108362778
2.650000000000000000e+02	6.106120000000000297e-02	0.248488417746366
2.660000000000000000e+02	7.162575000000000192e-02	0.248684727129955
2.670000000000000000e+02	7.483354999999999868e-02	0.248881036513543
2.680000000000000000e+02	7.116880000000000428e-02	0.249077345897132
2.690000000000000000e+02	6.923909999999999787e-02	0.24927365528072
2.700000000000000000e+02	6.845755000000000590e-02	0.249469964664309
2.710000000000000000e+02	6.768254999999999411e-02	0.249666274047898
2.720000000000000000e+02	6.718045000000000266e-02	0.249862583431486
2.730000000000000000e+02	7.454855000000000509e-02	0.250058892815075
2.740000000000000000e+02	7.393270000000000397e-02	0.250255202198663
2.750000000000000000e+02	7.281909999999999772e-02	0.250451511582252
2.760000000000000000e+02	6.647720000000000018e-02	0.25064782096584
2.770000000000000000e+02	6.803059999999999663e-02	0.250844130349429
2.780000000000000000e+02	8.171005000000000629e-02	0.251040439733017
2.790000000000000000e+02	7.443184999999999385e-02	0.251236749116606
2.800000000000000000e+02	6.833839999999999359e-02	0.251433058500194
2.810000000000000000e+02	7.867849999999999844e-02	0.251629367883783
2.820000000000000000e+02	6.862364999999999438e-02	0.251825677267372
2.830000000000000000e+02	7.151780000000000637e-02	0.25202198665096
2.840000000000000000e+02	7.857849999999999557e-02	0.252218296034549
2.850000000000000000e+02	6.717484999999999429e-02	0.252414605418137
2.860000000000000000e+02	7.388709999999999722e-02	0.252610914801726
2.870000000000000000e+02	6.525554999999999550e-02	0.252807224185314
2.880000000000000000e+02	7.303769999999999707e-02	0.253003533568903
2.890000000000000000e+02	7.495364999999999667e-02	0.253199842952491
2.900000000000000000e+02	7.119449999999999390e-02	0.25339615233608
2.910000000000000000e+02	8.280160000000000298e-02	0.253592461719669
2.920000000000000000e+02	7.485680000000000112e-02	0.253788771103257
2.930000000000000000e+02	7.316090000000000093e-02	0.253985080486846
2.940000000000000000e+02	7.205159999999999343e-02	0.254181389870434
2.950000000000000000e+02	6.928044999999999343e-02	0.254377699254023
2.960000000000000000e+02	6.721230000000000260e-02	0.254574008637611
2.970000000000000000e+02	6.804815000000000169e-02	0.2547703180212
2.980000000000000000e+02	7.251625000000000432e-02	0.254966627404788
2.990000000000000000e+02	7.127989999999999327e-02	0.255162936788377
3.000000000000000000e+02	7.129099999999999326e-02	0.255359246171966
3.010000000000000000e+02	6.896529999999999327e-02	0.255555555555554
3.020000000000000000e+02	7.663274999999999948e-02	0.255751864939143
3.030000000000000000e+02	7.250470000000000526e-02	0.255948174322731
3.040000000000000000e+02	7.717804999999999804e-02	0.25614448370632
3.050000000000000000e+02	7.250030000000000363e-02	0.256340793089908
3.060000000000000000e+02	7.104945000000000010e-02	0.256537102473497
3.070000000000000000e+02	7.285700000000000509e-02	0.256733411857085
3.080000000000000000e+02	6.589734999999999343e-02	0.256929721240674
3.090000000000000000e+02	7.191069999999999407e-02	0.257126030624263
3.100000000000000000e+02	7.685345000000000371e-02	0.257322340007851
3.110000000000000000e+02	7.296679999999999833e-02	0.25751864939144
3.120000000000000000e+02	7.547964999999999536e-02	0.257714958775028
3.130000000000000000e+02	7.546434999999999949e-02	0.257911268158617
3.140000000000000000e+02	7.546374999999999611e-02	0.258107577542205
3.150000000000000000e+02	7.035840000000000150e-02	0.258303886925794
3.160000000000000000e+02	6.606860000000000510e-02	0.258500196309382
3.170000000000000000e+02	7.598225000000000118e-02	0.258696505692971
3.180000000000000000e+02	7.618634999999999990e-02	0.25889281507656
3.190000000000000000e+02	7.253084999999999394e-02	0.259089124460148
3.200000000000000000e+02	6.592760000000000287e-02	0.259285433843737
3.210000000000000000e+02	7.491720000000000323e-02	0.259481743227325
3.220000000000000000e+02	6.606394999999999629e-02	0.259678052610914
3.230000000000000000e+02	6.766400000000000192e-02	0.259874361994502
3.240000000000000000e+02	7.079480000000000495e-02	0.260070671378091
3.250000000000000000e+02	7.061064999999999703e-02	0.260266980761679
3.260000000000000000e+02	7.282950000000000534e-02	0.260463290145268
3.270000000000000000e+02	7.312525000000000275e-02	0.260659599528857
3.280000000000000000e+02	7.100605000000000111e-02	0.260855908912445
3.290000000000000000e+02	6.510074999999999890e-02	0.261052218296034
3.300000000000000000e+02	7.700785000000000269e-02	0.261248527679622
3.310000000000000000e+02	7.396184999999999565e-02	0.261444837063211
3.320000000000000000e+02	7.967635000000000689e-02	0.261641146446799
3.330000000000000000e+02	7.022385000000000432e-02	0.261837455830388
3.340000000000000000e+02	7.016350000000000364e-02	0.262033765213976
3.350000000000000000e+02	6.813170000000000337e-02	0.262230074597565
3.360000000000000000e+02	6.975064999999999737e-02	0.262426383981154
3.370000000000000000e+02	6.834864999999999691e-02	0.262622693364742
3.380000000000000000e+02	6.844234999999999902e-02	0.262819002748331
3.390000000000000000e+02	7.514265000000000527e-02	0.263015312131919
3.400000000000000000e+02	7.453944999999999321e-02	0.263211621515508
3.410000000000000000e+02	6.776959999999999928e-02	0.263407930899096
3.420000000000000000e+02	6.877039999999999542e-02	0.263604240282685
3.430000000000000000e+02	6.864220000000000044e-02	0.263800549666273
3.440000000000000000e+02	7.507079999999999309e-02	0.263996859049862
3.450000000000000000e+02	7.629660000000000608e-02	0.264193168433451
3.460000000000000000e+02	7.025130000000000263e-02	0.264389477817039
3.470000000000000000e+02	7.298095000000000276e-02	0.264585787200628
3.480000000000000000e+02	7.424585000000000212e-02	0.264782096584216
3.490000000000000000e+02	7.013645000000000296e-02	0.264978405967805
3.500000000000000000e+02	7.303025000000000488e-02	0.265174715351393
3.510000000000000000e+02	7.948185000000000666e-02	0.265371024734982
3.520000000000000000e+02	8.455559999999999465e-02	0.26556733411857
3.530000000000000000e+02	7.245600000000000651e-02	0.265763643502159
3.540000000000000000e+02	7.082389999999999519e-02	0.265959952885748
3.550000000000000000e+02	7.538835000000000675e-02	0.266156262269336
3.560000000000000000e+02	7.442769999999999941e-02	0.266352571652925
3.570000000000000000e+02	6.834774999999999878e-02	0.266548881036513
3.580000000000000000e+02	6.747595000000000676e-02	0.266745190420102
3.590000000000000000e+02	7.063250000000000084e-02	0.26694149980369
3.600000000000000000e+02	7.693714999999999582e-02	0.267137809187279
3.610000000000000000e+02	6.730234999999999690e-02	0.267334118570867
3.620000000000000000e+02	7.193689999999999807e-02	0.267530427954456
3.630000000000000000e+02	6.515050000000000008e-02	0.267726737338045
3.640000000000000000e+02	7.484325000000000006e-02	0.267923046721633
3.650000000000000000e+02	7.177714999999999790e-02	0.268119356105222
3.660000000000000000e+02	7.094699999999999618e-02	0.26831566548881
3.670000000000000000e+02	6.160970000000000335e-02	0.268511974872399
3.680000000000000000e+02	7.621849999999999459e-02	0.268708284255987
3.690000000000000000e+02	7.760635000000000450e-02	0.268904593639576
3.700000000000000000e+02	7.143085000000000406e-02	0.269100903023164
3.710000000000000000e+02	7.322934999999999861e-02	0.269297212406753
3.720000000000000000e+02	7.601565000000000405e-02	0.269493521790342
3.730000000000000000e+02	7.467205000000000370e-02	0.26968983117393
3.740000000000000000e+02	7.866819999999999369e-02	0.269886140557519
3.750000000000000000e+02	7.435875000000000123e-02	0.270082449941107
3.760000000000000000e+02	7.158380000000000298e-02	0.270278759324696
3.770000000000000000e+02	6.630959999999999632e-02	0.270475068708284
3.780000000000000000e+02	6.964014999999999789e-02	0.270671378091873
3.790000000000000000e+02	6.546245000000000536e-02	0.270867687475461
3.800000000000000000e+02	7.060349999999999959e-02	0.27106399685905
3.810000000000000000e+02	7.150330000000000574e-02	0.271260306242639
3.820000000000000000e+02	7.208630000000000593e-02	0.271456615626227
3.830000000000000000e+02	7.644650000000000056e-02	0.271652925009816
3.840000000000000000e+02	7.216490000000000404e-02	0.271849234393404
3.850000000000000000e+02	7.715400000000000036e-02	0.272045543776993
3.860000000000000000e+02	6.863249999999999906e-02	0.272241853160581
3.870000000000000000e+02	6.937240000000000073e-02	0.27243816254417
3.880000000000000000e+02	6.606309999999999960e-02	0.272634471927758
3.890000000000000000e+02	7.216815000000000035e-02	0.272830781311347
3.900000000000000000e+02	6.969720000000000082e-02	0.273027090694936
3.910000000000000000e+02	7.254444999999999644e-02	0.273223400078524
3.920000000000000000e+02	6.871425000000000449e-02	0.273419709462113
3.930000000000000000e+02	7.214745000000000186e-02	0.273616018845701
3.940000000000000000e+02	7.240475000000000383e-02	0.27381232822929
3.950000000000000000e+02	6.656800000000000217e-02	0.274008637612878
3.960000000000000000e+02	6.693340000000000400e-02	0.274204946996467
3.970000000000000000e+02	7.158585000000000642e-02	0.274401256380055
3.980000000000000000e+02	7.158775000000000555e-02	0.274597565763644
3.990000000000000000e+02	7.892299999999999316e-02	0.274793875147233
4.000000000000000000e+02	7.610500000000000598e-02	0.274990184530821
4.010000000000000000e+02	7.268979999999999886e-02	0.27518649391441
4.020000000000000000e+02	8.072279999999999733e-02	0.275382803297998
4.030000000000000000e+02	7.163025000000000642e-02	0.275579112681587
4.040000000000000000e+02	7.255064999999999431e-02	0.275775422065175
4.050000000000000000e+02	6.680395000000000083e-02	0.275971731448764
4.060000000000000000e+02	7.325695000000000123e-02	0.276168040832352
4.070000000000000000e+02	6.817064999999999930e-02	0.276364350215941
4.080000000000000000e+02	6.913565000000000682e-02	0.27656065959953
4.090000000000000000e+02	6.841919999999999946e-02	0.276756968983118
4.100000000000000000e+02	7.155585000000000417e-02	0.276953278366707
4.110000000000000000e+02	7.693985000000000407e-02	0.277149587750295
4.120000000000000000e+02	7.294309999999999683e-02	0.277345897133884
4.130000000000000000e+02	7.180865000000000165e-02	0.277542206517472
4.140000000000000000e+02	7.251459999999999850e-02	0.277738515901061
4.150000000000000000e+02	6.335725000000000384e-02	0.277934825284649
4.160000000000000000e+02	7.770649999999999780e-02	0.278131134668238
4.170000000000000000e+02	7.538934999999999387e-02	0.278327444051827
4.180000000000000000e+02	7.165354999999999641e-02	0.278523753435415
4.190000000000000000e+02	8.108239999999999892e-02	0.278720062819004
4.200000000000000000e+02	6.876469999999999805e-02	0.278916372202592
4.210000000000000000e+02	7.200729999999999631e-02	0.279112681586181
4.220000000000000000e+02	6.917979999999999963e-02	0.279308990969769
4.230000000000000000e+02	7.024034999999999307e-02	0.279505300353358
4.240000000000000000e+02	7.320119999999999405e-02	0.279701609736946
4.250000000000000000e+02	6.506375000000000353e-02	0.279897919120535
4.260000000000000000e+02	7.230620000000000103e-02	0.280094228504124
4.270000000000000000e+02	7.407510000000000483e-02	0.280290537887712
4.280000000000000000e+02	6.777914999999999635e-02	0.280486847271301
4.290000000000000000e+02	6.617974999999999552e-02	0.280683156654889
4.300000000000000000e+02	7.386260000000000048e-02	0.280879466038478
4.310000000000000000e+02	6.549665000000000348e-02	0.281075775422066
4.320000000000000000e+02	7.137129999999999863e-02	0.281272084805655
4.330000000000000000e+02	6.501144999999999841e-02	0.281468394189243
4.340000000000000000e+02	6.925900000000000112e-02	0.281664703572832
4.350000000000000000e+02	6.246034999999999782e-02	0.281861012956421
4.360000000000000000e+02	7.637815000000000576e-02	0.282057322340009
4.370000000000000000e+02	7.323140000000000205e-02	0.282253631723598
4.380000000000000000e+02	7.141699999999999438e-02	0.282449941107186
4.390000000000000000e+02	7.525505000000000388e-02	0.282646250490775
4.400000000000000000e+02	7.357695000000000207e-02	0.282842559874363
4.410000000000000000e+02	7.047865000000000379e-02	0.283038869257952
4.420000000000000000e+02	7.329890000000000017e-02	0.28323517864154
4.430000000000000000e+02	7.077184999999999726e-02	0.283431488025129
4.440000000000000000e+02	6.497630000000000072e-02	0.283627797408718
4.450000000000000000e+02	7.115609999999999991e-02	0.283824106792306
4.460000000000000000e+02	7.553709999999999591e-02	0.284020416175895
4.470000000000000000e+02	7.835770000000000235e-02	0.284216725559483
4.480000000000000000e+02	7.043465000000000142e-02	0.284413034943072
4.490000000000000000e+02	7.596885000000000443e-02	0.28460934432666
4.500000000000000000e+02	7.294005000000000627e-02	0.284805653710249
